Metrics,Score
eval_acc,0.9254
eval_auc,0.8566
eval_brier,0.0746
eval_f1,0.7288
eval_loss,0.5169
eval_mcc,0.6866
eval_pf,0.0501
eval_precision,0.6973
eval_recall,0.7633
eval_time,174.0
