Metrics,Score
eval_acc,0.9382
eval_auc,0.927
eval_brier,0.0618
eval_f1,0.5795
eval_loss,0.3963
eval_mcc,0.5986
eval_pf,0.0607
eval_precision,0.4241
eval_recall,0.9147
eval_time,936.0
