Metrics,Score
eval_acc,0.9191
eval_auc,0.8077
eval_brier,0.0809
eval_f1,0.24
eval_loss,0.4321
eval_mcc,0.2924
eval_pf,0.0767
eval_precision,0.1451
eval_recall,0.6921
eval_time,6663.0
