Metrics,Score
eval_acc,0.9259
eval_auc,0.9063
eval_brier,0.0741
eval_f1,0.7291
eval_loss,0.5832
eval_mcc,0.7016
eval_pf,0.0684
eval_precision,0.6218
eval_recall,0.881
eval_time,91.0
