Metrics,Score
eval_acc,0.9215
eval_auc,0.8687
eval_brier,0.0785
eval_f1,0.696
eval_loss,0.6231
eval_mcc,0.6593
eval_pf,0.0632
eval_precision,0.6156
eval_recall,0.8007
eval_time,397.0
