Metrics,Score
eval_acc,0.9311
eval_auc,0.8319
eval_brier,0.0689
eval_f1,0.281
eval_loss,0.4855
eval_mcc,0.3346
eval_pf,0.0651
eval_precision,0.174
eval_recall,0.7289
eval_time,6600.0
