Metrics,Score
eval_acc,0.9032
eval_auc,0.8488
eval_brier,0.0968
eval_f1,0.6643
eval_loss,0.7656
eval_mcc,0.6179
eval_pf,0.079
eval_precision,0.5804
eval_recall,0.7765
eval_time,406.0
