Metrics,Score
eval_acc,0.9666
eval_auc,0.8921
eval_brier,0.0334
eval_f1,0.474
eval_loss,0.1257
eval_mcc,0.5092
eval_pf,0.0305
eval_precision,0.3343
eval_recall,0.8147
eval_time,4185.0
