Metrics,Score
eval_acc,0.937
eval_auc,0.9296
eval_brier,0.063
eval_f1,0.7882
eval_loss,0.4062
eval_mcc,0.7628
eval_pf,0.0604
eval_precision,0.6897
eval_recall,0.9195
eval_time,59.0
