Metrics,Score
eval_acc,0.9397
eval_auc,0.8612
eval_brier,0.0603
eval_f1,0.7559
eval_loss,0.2225
eval_mcc,0.7215
eval_pf,0.0346
eval_precision,0.7549
eval_recall,0.757
eval_time,253.0
