Metrics,Score
eval_acc,0.9332
eval_auc,0.8736
eval_brier,0.0668
eval_f1,0.7571
eval_loss,0.2041
eval_mcc,0.7194
eval_pf,0.0456
eval_precision,0.7243
eval_recall,0.7929
eval_time,110.0
