Metrics,Score
eval_acc,0.9566
eval_auc,0.9055
eval_brier,0.0434
eval_f1,0.8273
eval_loss,0.2437
eval_mcc,0.8026
eval_pf,0.0265
eval_precision,0.8175
eval_recall,0.8374
eval_time,83.0
