Metrics,Score
eval_acc,0.9498
eval_auc,0.9259
eval_brier,0.0502
eval_f1,0.8
eval_loss,0.3861
eval_mcc,0.7774
eval_pf,0.0433
eval_precision,0.7232
eval_recall,0.8951
eval_time,224.0
