Metrics,Score
eval_acc,0.8962
eval_auc,0.8641
eval_brier,0.1038
eval_f1,0.807
eval_loss,0.6691
eval_mcc,0.7363
eval_pf,0.0649
eval_precision,0.8214
eval_recall,0.7931
eval_time,9.0
