Metrics,Score
eval_acc,0.8984
eval_auc,0.8472
eval_brier,0.1016
eval_f1,0.6542
eval_loss,0.3752
eval_mcc,0.6072
eval_pf,0.0849
eval_precision,0.5636
eval_recall,0.7793
eval_time,445.0
