Metrics,Score
eval_acc,0.9138
eval_auc,0.87
eval_brier,0.0862
eval_f1,0.7117
eval_loss,0.338
eval_mcc,0.6688
eval_pf,0.0707
eval_precision,0.6343
eval_recall,0.8107
eval_time,196.0
