Metrics,Score
eval_acc,0.887
eval_auc,0.8273
eval_brier,0.113
eval_f1,0.6216
eval_loss,0.4609
eval_mcc,0.5686
eval_pf,0.0933
eval_precision,0.5318
eval_recall,0.748
eval_time,147.0
