Metrics,Score
eval_acc,0.853
eval_auc,0.8537
eval_brier,0.147
eval_f1,0.6211
eval_loss,1.1373
eval_mcc,0.5708
eval_pf,0.1473
eval_precision,0.4878
eval_recall,0.8547
eval_time,137.0
