Metrics,Score
eval_acc,0.8607
eval_auc,0.8263
eval_brier,0.1393
eval_f1,0.5818
eval_loss,1.0922
eval_mcc,0.5293
eval_pf,0.1279
eval_precision,0.4638
eval_recall,0.7805
eval_time,115.0
