Metrics,Score
eval_acc,0.9124
eval_auc,0.9143
eval_brier,0.0876
eval_f1,0.7032
eval_loss,0.7096
eval_mcc,0.6804
eval_pf,0.0881
eval_precision,0.5704
eval_recall,0.9167
eval_time,110.0
