Metrics,Score
eval_acc,0.9004
eval_auc,0.8568
eval_brier,0.0996
eval_f1,0.6643
eval_loss,0.7853
eval_mcc,0.62
eval_pf,0.0853
eval_precision,0.5686
eval_recall,0.7989
eval_time,379.0
