Metrics,Score
eval_acc,0.9358
eval_auc,0.9306
eval_brier,0.0642
eval_f1,0.5729
eval_loss,0.5261
eval_mcc,0.595
eval_pf,0.0637
eval_precision,0.415
eval_recall,0.9249
eval_time,941.0
