Metrics,Score
eval_acc,0.9263
eval_auc,0.8379
eval_brier,0.0737
eval_f1,0.7068
eval_loss,0.3214
eval_mcc,0.6649
eval_pf,0.0448
eval_precision,0.6935
eval_recall,0.7207
eval_time,444.0
