Metrics,Score
eval_acc,0.9347
eval_auc,0.8544
eval_brier,0.0653
eval_f1,0.75
eval_loss,0.3055
eval_mcc,0.7125
eval_pf,0.0367
eval_precision,0.7545
eval_recall,0.7456
eval_time,154.0
