Metrics,Score
eval_acc,0.9217
eval_auc,0.8401
eval_brier,0.0783
eval_f1,0.7234
eval_loss,0.3255
eval_mcc,0.6778
eval_pf,0.0463
eval_precision,0.7203
eval_recall,0.7265
eval_time,100.0
