Metrics,Score
eval_acc,0.8868
eval_auc,0.8468
eval_brier,0.1132
eval_f1,0.7857
eval_loss,0.3764
eval_mcc,0.7098
eval_pf,0.0649
eval_precision,0.8148
eval_recall,0.7586
eval_time,15.0
