Metrics,Score
eval_acc,0.916
eval_auc,0.8947
eval_brier,0.084
eval_f1,0.6986
eval_loss,0.2315
eval_mcc,0.669
eval_pf,0.0778
eval_precision,0.5849
eval_recall,0.8671
eval_time,393.0
