Metrics,Score
eval_acc,0.9446
eval_auc,0.8428
eval_brier,0.0554
eval_f1,0.3293
eval_loss,0.1723
eval_mcc,0.3765
eval_pf,0.0515
eval_precision,0.212
eval_recall,0.7371
eval_time,6519.0
