Metrics,Score
eval_acc,0.887
eval_auc,0.8238
eval_brier,0.113
eval_f1,0.619
eval_loss,0.3299
eval_mcc,0.5651
eval_pf,0.0922
eval_precision,0.5322
eval_recall,0.7398
eval_time,148.0
