Metrics,Score
eval_acc,0.9221
eval_auc,0.8512
eval_brier,0.0779
eval_f1,0.7057
eval_loss,0.2574
eval_mcc,0.6631
eval_pf,0.0546
eval_precision,0.661
eval_recall,0.757
eval_time,289.0
