Metrics,Score
eval_acc,0.9735
eval_auc,0.8381
eval_brier,0.0265
eval_f1,0.4925
eval_loss,0.1206
eval_mcc,0.5035
eval_pf,0.0213
eval_precision,0.3807
eval_recall,0.6975
eval_time,6736.0
