Metrics,Score
eval_acc,0.8315
eval_auc,0.8842
eval_brier,0.1685
eval_f1,0.5614
eval_loss,1.0358
eval_mcc,0.5479
eval_pf,0.1839
eval_precision,0.398
eval_recall,0.9524
eval_time,112.0
