Metrics,Score
eval_acc,0.94
eval_auc,0.8674
eval_brier,0.06
eval_f1,0.7657
eval_loss,0.2521
eval_mcc,0.7313
eval_pf,0.0352
eval_precision,0.7614
eval_recall,0.7701
eval_time,103.0
