Metrics,Score
eval_acc,0.9242
eval_auc,0.7743
eval_brier,0.0758
eval_f1,0.6519
eval_loss,0.3803
eval_mcc,0.6171
eval_pf,0.0267
eval_precision,0.7518
eval_recall,0.5754
eval_time,446.0
