Metrics,Score
eval_acc,0.8302
eval_auc,0.7112
eval_brier,0.1698
eval_f1,0.5909
eval_loss,0.6952
eval_mcc,0.5401
eval_pf,0.026
eval_precision,0.8667
eval_recall,0.4483
eval_time,15.0
