Metrics,Score
eval_acc,0.9092
eval_auc,0.7981
eval_brier,0.0908
eval_f1,0.64
eval_loss,0.5051
eval_mcc,0.5882
eval_pf,0.0541
eval_precision,0.6299
eval_recall,0.6504
eval_time,148.0
