Metrics,Score
eval_acc,0.9193
eval_auc,0.783
eval_brier,0.0807
eval_f1,0.6491
eval_loss,0.461
eval_mcc,0.6062
eval_pf,0.0357
eval_precision,0.7048
eval_recall,0.6016
eval_time,147.0
