Metrics,Score
eval_acc,0.8585
eval_auc,0.7414
eval_brier,0.1415
eval_f1,0.6512
eval_loss,0.8152
eval_mcc,0.6356
eval_pf,0.0
eval_precision,1.0
eval_recall,0.4828
eval_time,16.0
